,index,post_class,prob
1,ECONOMIC PRINCIPLES,INTERMEDIATE ECONOMICS II,0.10486891385767791
14,INTERMEDIATE SPANISH,INTERMEDIATE ECONOMICS II,0.1111111111111111
30,ELEMENTARY SPANISH 2,INTERMEDIATE ECONOMICS II,0.12280701754385964
34,LITERACY IN CHINESE,INTERMEDIATE ECONOMICS II,0.12
41,INTERNATIONAL RELATIONS,INTERMEDIATE ECONOMICS II,0.11904761904761904
50,LOGIC,INTERMEDIATE ECONOMICS II,0.11428571428571428
53,PROBABILITY,INTERMEDIATE ECONOMICS II,0.125
56,DEVELOPMENTAL PSYCHOLOGY,INTERMEDIATE ECONOMICS II,0.125
62,AMER POLITICAL SYSTEM,INTERMEDIATE ECONOMICS II,0.13043478260869565
64,INTRO TO HISTORY OF ART,INTERMEDIATE ECONOMICS II,0.13043478260869565
65,THEOR/PRAC TONAL MUS I,INTERMEDIATE ECONOMICS II,0.11538461538461539
66,20 C AMERICAN POL THEORY,INTERMEDIATE ECONOMICS II,0.12
71,INTRO TO POLICY ANALYSIS,INTERMEDIATE ECONOMICS II,0.11538461538461539
75,ELEMENTARY FRENCH 2,INTERMEDIATE ECONOMICS II,0.1111111111111111
77,READINGS MODERN CHINESE,INTERMEDIATE ECONOMICS II,0.10714285714285714
78,FIRST-YEAR GERMAN I,INTERMEDIATE ECONOMICS II,0.125
79,ADV FR LANG/WRIT WORKSHP,INTERMEDIATE ECONOMICS II,0.125
88,SPECIAL TOPICS LANG/LIT (TOP),INTERMEDIATE ECONOMICS II,0.125
92,INTERMEDIATE KOREAN,INTERMEDIATE ECONOMICS II,0.14285714285714285
94,WORLD OF THE GREEK THEATER,INTERMEDIATE ECONOMICS II,0.1111111111111111
96,VISUAL RESEARCH/AMERICAN DREAM,INTERMEDIATE ECONOMICS II,0.1111111111111111
98,OLD TESTAMENT/HEB BIBLE,INTERMEDIATE ECONOMICS II,0.10526315789473684
99,VOICE,INTERMEDIATE ECONOMICS II,0.1111111111111111
102,ELEMENTARY LATIN,INTERMEDIATE ECONOMICS II,0.125
104,EMERGENCE MODERN JAPAN,INTERMEDIATE ECONOMICS II,0.125
105,THE NEW TESTAMENT,INTERMEDIATE ECONOMICS II,0.11764705882352941
106,ELEMENTARY JAPANESE,INTERMEDIATE ECONOMICS II,0.125
108,RUSSIAN FICTION/FILM,INTERMEDIATE ECONOMICS II,0.125
109,VIOLA,INTERMEDIATE ECONOMICS II,0.125
110,"SOCIETY, SELF, NATURAL WORLD",INTERMEDIATE ECONOMICS II,0.14285714285714285
112,SPECIAL TOPICS IN CHEMISTRY,INTERMEDIATE ECONOMICS II,0.15384615384615385
113,CONTEM AMERICAN SOCIETY,INTERMEDIATE ECONOMICS II,0.125
116,AIDS/EMERGING DISEASES,INTERMEDIATE ECONOMICS II,0.11764705882352941
117,ELEM DIFFERENTIAL EQUAT,INTERMEDIATE ECONOMICS II,0.13333333333333333
118,INTRO TO BIOMATERIALS,INTERMEDIATE ECONOMICS II,0.1111111111111111
120,ELEMENTARY KOREAN,INTERMEDIATE ECONOMICS II,0.125
121,LITERARY ANALYSIS,INTERMEDIATE ECONOMICS II,0.125
123,SOC MOVEMENTS: OVERVIEW,INTERMEDIATE ECONOMICS II,0.1111111111111111
124,SPECIAL TOPICS WRITING,INTERMEDIATE ECONOMICS II,0.125
125,ELEMENTARY FRENCH 1,INTERMEDIATE ECONOMICS II,0.11764705882352941
126,MAGIC/REL/SCI SINCE 1400,INTERMEDIATE ECONOMICS II,0.1111111111111111
128,INTRO TO PROBLEM SOLVING,INTERMEDIATE ECONOMICS II,0.125
131,THE AGE OF AUGUSTUS,INTERMEDIATE ECONOMICS II,0.125
135,ACTING FOR THE CAMERA,INTERMEDIATE ECONOMICS II,0.125
138,AFRICAN AMERICAN HISTORY,INTERMEDIATE ECONOMICS II,0.1111111111111111
139,GENETICS & SOCIETY,INTERMEDIATE ECONOMICS II,0.14285714285714285
140,MODERN AMERICAN LEGAL HISTORY,INTERMEDIATE ECONOMICS II,0.125
141,"REASON, VIRTUE, AND RIGHTS",INTERMEDIATE ECONOMICS II,0.1111111111111111
142,OPTICS & MODERN PHYSICS,INTERMEDIATE ECONOMICS II,0.14285714285714285
143,INTRO TO ASTRONOMY,INTERMEDIATE ECONOMICS II,0.1111111111111111
144,ELEMENTARY SPANISH 1,INTERMEDIATE ECONOMICS II,0.125
147,TOPICS: SPANISH LINGUISTICS,INTERMEDIATE ECONOMICS II,0.14285714285714285
149,WORLD MILITARY HISTORY,INTERMEDIATE ECONOMICS II,0.125
150,SELECTED TOPICS IN ECON (TOP),INTERMEDIATE ECONOMICS II,0.125
153,PROJECTS,INTERMEDIATE ECONOMICS II,0.125
154,INTERNATIONAL SECURITY,INTERMEDIATE ECONOMICS II,0.125
155,CAMPAIGNS AND ELECTIONS,INTERMEDIATE ECONOMICS II,0.1111111111111111
156,JAZZ DANCE II,INTERMEDIATE ECONOMICS II,0.1111111111111111
158,INTRO ABSTRACT ALGEBRA,INTERMEDIATE ECONOMICS II,0.1111111111111111
159,LAB CALC/FUNCTIONS II,INTERMEDIATE ECONOMICS II,0.125
160,SEM MED/RENAISS ST (TOP),INTERMEDIATE ECONOMICS II,0.125
161,PRIMATE SEXUALITY,INTERMEDIATE ECONOMICS II,0.16666666666666666
162,TRADITIONS IN DOC STUDIES,INTERMEDIATE ECONOMICS II,0.125
163,E EUR: MRKTS/MEDIA/MAFIA,INTERMEDIATE ECONOMICS II,0.1111111111111111
164,FUNDAMENTALS OF PHYSICS,INTERMEDIATE ECONOMICS II,0.1111111111111111
165,DRAWING,INTERMEDIATE ECONOMICS II,0.125
167,LAB CALC/FUNCTIONS I,INTERMEDIATE ECONOMICS II,0.125
169,CHRISTIANITY,INTERMEDIATE ECONOMICS II,0.125
173,"MUSIC, SOUND, AND STYLE",INTERMEDIATE ECONOMICS II,0.1111111111111111
174,ANTHROPOLOGY OF LAW,INTERMEDIATE ECONOMICS II,0.125
175,PHILOSOPHY OF MIND,INTERMEDIATE ECONOMICS II,0.125
176,GREEK HISTORY,INTERMEDIATE ECONOMICS II,0.25
177,SPECIAL TOPICS LANG/LIT,INTERMEDIATE ECONOMICS II,0.125
178,RACE RELATIONS IN MODERN SOUTH,INTERMEDIATE ECONOMICS II,0.125
183,MODERN LATIN AMERICA,INTERMEDIATE ECONOMICS II,0.125
184,ADV GERMAN I: CULTURE/SOCIETY,INTERMEDIATE ECONOMICS II,0.1111111111111111
185,ORGANIZA/GLOBAL COMPETIT,INTERMEDIATE ECONOMICS II,0.125
186,BUSINESS GERMAN,INTERMEDIATE ECONOMICS II,0.1111111111111111
187,INTRO TO POLITICAL PHILOSOPHY,INTERMEDIATE ECONOMICS II,0.16666666666666666
188,INTRO TO SPANISH LIT II,INTERMEDIATE ECONOMICS II,0.1111111111111111
189,SOCIAL PSYCHOLOGY,INTERMEDIATE ECONOMICS II,0.125
190,INTERMEDIATE GERMAN I,INTERMEDIATE ECONOMICS II,0.125
191,INTRO ELECTRIC CIRCUITS,INTERMEDIATE ECONOMICS II,0.125
192,SP TOP GER LIT & CULTURE,INTERMEDIATE ECONOMICS II,0.1111111111111111
195,APPLICATIONS OF PHYSICS,INTERMEDIATE ECONOMICS II,0.125
198,ADVANCED CALCULUS I,INTERMEDIATE ECONOMICS II,0.1111111111111111
199,THE MAKING OF BARCELONA,INTERMEDIATE ECONOMICS II,0.1111111111111111
200,AMERICA: IDENT/EVERYDAY EXP,INTERMEDIATE ECONOMICS II,0.125
201,HST MODERN PHILOSOPHY,INTERMEDIATE ECONOMICS II,0.1111111111111111
206,FOCUS SEM,INTERMEDIATE ECONOMICS II,0.125
209,SEMINAR IN JAPANESE (TOPICS),INTERMEDIATE ECONOMICS II,0.125
210,"MODERNISM, AVANT-GARDISM, ART",INTERMEDIATE ECONOMICS II,0.1111111111111111
211,ENTERPRISING LEADERSHIP,INTERMEDIATE ECONOMICS II,0.14285714285714285
213,ETHICS IN MANAGEMENT,INTERMEDIATE ECONOMICS II,0.16666666666666666
215,ECOLOGY & EVOLUTION,INTERMEDIATE ECONOMICS II,0.14285714285714285
218,GENERAL MICROBIOLOGY,INTERMEDIATE ECONOMICS II,0.125
220,ENGINEERING INNOVATION,INTERMEDIATE ECONOMICS II,0.1111111111111111
221,SP TOP BRITISH LIT IV,INTERMEDIATE ECONOMICS II,0.125
222,WORLD RELIGIONS IN AMERICA,INTERMEDIATE ECONOMICS II,0.1111111111111111
